"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"수질환경보전법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"수질환경보전법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"수질환경보전법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"수질환경보전법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"식품위생법","합계","소년범죄자 재범기간 및 종류","명","4","1","7","10","6","4","6","2","4","2","1","2","-","2",
"식품위생법","동종재범","소년범죄자 재범기간 및 종류","명","1","-","-","-","1","-","-","-","-","-","-","1","-","1",
"식품위생법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"식품위생법","3개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","1","-","-","-","-","-","-","","-","-",
"식품위생법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"식품위생법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"식품위생법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","1",
"식품위생법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","1","-","-",
"식품위생법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"식품위생법","이종재범","소년범죄자 재범기간 및 종류","명","3","1","7","10","5","4","6","2","4","2","1","1","-","1",
"식품위생법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"식품위생법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","1","-","-","-","-","","-","-",
"식품위생법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","1","-","-","-","1","-","","-","-",
"식품위생법","1년 이내","소년범죄자 재범기간 및 종류","명","-","1","1","4","2","2","1","2","-","-","-","1","-","-",
"식품위생법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","3","3","1","-","1","-","2","1","-","","-","1",
"식품위생법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","2","2","2","-","1","-","-","-","1","","-","-",
"식품위생법","3년 초과","소년범죄자 재범기간 및 종류","명","3","-","-","-","-","1","2","-","2","-","-","","-","-",
"아동·청소년의성보호에관한법률","합계","소년범죄자 재범기간 및 종류","명","","","","","","","554","560","","","","","","",
"아동·청소년의성보호에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","58","88","","","","","","",
"아동·청소년의성보호에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","12","13","","","","","","",
"아동·청소년의성보호에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","8","5","","","","","","",
"아동·청소년의성보호에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","5","13","","","","","","",
"아동·청소년의성보호에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","22","35","","","","","","",
"아동·청소년의성보호에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","5","15","","","","","","",
"아동·청소년의성보호에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","6","5","","","","","","",
"아동·청소년의성보호에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","-","2","","","","","","",
"아동·청소년의성보호에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","496","472","","","","","","",
"아동·청소년의성보호에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","54","53","","","","","","",
"아동·청소년의성보호에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","64","56","","","","","","",
"아동·청소년의성보호에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","41","67","","","","","","",
"아동·청소년의성보호에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","174","161","","","","","","",
"아동·청소년의성보호에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","69","74","","","","","","",
"아동·청소년의성보호에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","47","39","","","","","","",
"아동·청소년의성보호에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","47","22","","","","","","",
"아동·청소년의성보호에관한법률(성매수등)","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","100","99","123","149","121","107",
"아동·청소년의성보호에관한법률(성매수등)","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","35","22","19","31","51","51",
"아동·청소년의성보호에관한법률(성매수등)","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","3","3","-","11","7","10",
"아동·청소년의성보호에관한법률(성매수등)","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","5","1","1","1","12","15",
"아동·청소년의성보호에관한법률(성매수등)","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","2","6","5","15","3",
"아동·청소년의성보호에관한법률(성매수등)","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","7","12","10","10","10","16",
"아동·청소년의성보호에관한법률(성매수등)","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","3","2","3","4","4",
"아동·청소년의성보호에관한법률(성매수등)","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","4","1","-","1","1","3",
"아동·청소년의성보호에관한법률(성매수등)","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","2","-",
"아동·청소년의성보호에관한법률(성매수등)","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","65","77","104","118","70","56",
"아동·청소년의성보호에관한법률(성매수등)","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","12","5","8","13","10","4",
"아동·청소년의성보호에관한법률(성매수등)","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","11","15","15","9","8",
"아동·청소년의성보호에관한법률(성매수등)","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","5","17","13","22","6","5",
"아동·청소년의성보호에관한법률(성매수등)","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","20","23","43","45","24","28",
"아동·청소년의성보호에관한법률(성매수등)","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","15","15","13","10","4",
"아동·청소년의성보호에관한법률(성매수등)","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","5","7","4","7","3",
"아동·청소년의성보호에관한법률(성매수등)","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","4","1","3","6","4","4",
"아동·청소년의성보호에관한법률(음란물등)","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","8","7","13","17","9","18",
"아동·청소년의성보호에관한법률(음란물등)","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","3","3","2","4","2","3",
"아동·청소년의성보호에관한법률(음란물등)","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","2","-","-","","-","-",
"아동·청소년의성보호에관한법률(음란물등)","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","2","-","-",
"아동·청소년의성보호에관한법률(음란물등)","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","1","-","-",
"아동·청소년의성보호에관한법률(음란물등)","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","1","1","1",
"아동·청소년의성보호에관한법률(음란물등)","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","2","-","","-","-",
"아동·청소년의성보호에관한법률(음란물등)","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","2",
"아동·청소년의성보호에관한법률(음란물등)","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","1","-",
"아동·청소년의성보호에관한법률(음란물등)","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","5","4","11","13","7","15",
"아동·청소년의성보호에관한법률(음란물등)","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","1","3",
"아동·청소년의성보호에관한법률(음란물등)","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","3",
"아동·청소년의성보호에관한법률(음란물등)","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","3","1","4",
"아동·청소년의성보호에관한법률(음란물등)","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","1","5","7","3","3",
"아동·청소년의성보호에관한법률(음란물등)","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","1","2","3","2","1",
"아동·청소년의성보호에관한법률(음란물등)","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","3","-","2","","-","1",
"아동·청소년의성보호에관한법률(음란물등)","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","2","","-","-",
"아동복지법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","6","14","10","16","17",
"아동복지법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","3","1","7","7",
"아동복지법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","4","-",
"아동복지법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","1","1","2",
"아동복지법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"아동복지법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"아동복지법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","2","3",
"아동복지법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","2",
"아동복지법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"아동복지법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","6","11","9","9","10",
"아동복지법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","2","","2","-",
"아동복지법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","2","2","3","1",
"아동복지법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","1","1",
"아동복지법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","1","6","2","-","5",
"아동복지법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","4","3","1",
"아동복지법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","1","-","1",
"아동복지법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","1","-","","-","1",
"약사법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","","","","","","",
"약사법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","","","","","","",
"약사법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","","","","","","",
"약사법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"약사법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"여객자동차운수사업법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","3","","1","2",
"여객자동차운수사업법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"여객자동차운수사업법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"여객자동차운수사업법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","2","","1","2",
"여객자동차운수사업법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","1",
"여객자동차운수사업법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","1",
"여객자동차운수사업법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"여객자동차운수사업법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"여객자동차운수사업법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","1","","-","-",
"여객자동차운수사업법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","1","-",
"여신전문금융업법","합계","소년범죄자 재범기간 및 종류","명","16","27","135","139","43","53","79","75","66","69","41","40","31","49",
"여신전문금융업법","동종재범","소년범죄자 재범기간 및 종류","명","1","5","60","58","18","13","15","22","25","19","13","11","9","19",
"여신전문금융업법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","11","6","8","6","1","1","4","4","2","4","4","6",
"여신전문금융업법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","10","7","2","2","5","5","1","4","2","","2","2",
"여신전문금융업법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","1","7","8","2","1","3","4","5","4","2","1","-","3",
"여신전문금융업법","1년 이내","소년범죄자 재범기간 및 종류","명","1","3","24","27","4","3","4","6","9","4","4","4","3","8",
"여신전문금융업법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","5","8","1","-","1","-","4","2","2","2","-","-",
"여신전문금융업법","3년 이내","소년범죄자 재범기간 및 종류","명","-","1","3","1","1","1","-","5","2","1","1","","-","-",
"여신전문금융업법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","1","1","-","-","-","","-","-",
"여신전문금융업법","이종재범","소년범죄자 재범기간 및 종류","명","15","22","75","81","25","40","64","53","41","50","28","29","22","30",
"여신전문금융업법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","3","9","10","5","10","13","6","6","4","5","5","4","9",
"여신전문금융업법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","2","6","8","3","9","8","8","6","7","8","6","5","9",
"여신전문금융업법","6개월 이내","소년범죄자 재범기간 및 종류","명","1","3","11","7","4","5","2","4","4","9","6","","-","4",
"여신전문금융업법","1년 이내","소년범죄자 재범기간 및 종류","명","8","6","28","36","7","10","23","19","16","19","6","14","10","6",
"여신전문금융업법","2년 이내","소년범죄자 재범기간 및 종류","명","5","3","6","12","3","4","10","10","2","7","1","3","3","1",
"여신전문금융업법","3년 이내","소년범죄자 재범기간 및 종류","명","1","4","12","5","1","2","2","3","6","3","2","1","-","1",
"여신전문금융업법","3년 초과","소년범죄자 재범기간 및 종류","명","-","1","3","3","2","-","6","3","1","1","-","","-","-",
"오수·분뇨및축산폐수의처리에관한법률","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"오수·분뇨및축산폐수의처리에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"예비군법","합계","소년범죄자 재범기간 및 종류","명","-","-","2","2","-","-","-","-","-","-","-","","-","-",
"예비군법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","-","-","-","-","-","","-","-",
"예비군법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"예비군법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"예비군법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","-","-","-","-","-","","-","-",
"예비군법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"예비군법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"예비군법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"예비군법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","합계","소년범죄자 재범기간 및 종류","명","-","1","-","-","2","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","-","1","-","-","2","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","-","-","-","","","","","","",
"외국환거래법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","4","-","-","-","-","-","-","-","","-","-",
"외국환거래법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"외국환거래법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","3","-","-","-","-","-","-","-","","-","-",
"외국환거래법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","2","-","-","-","-","-","-","-","","-","-",
"외국환거래법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"외국환거래법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"유해화학물질관리법","합계","소년범죄자 재범기간 및 종류","명","72","116","203","306","401","622","615","316","","","","","","",
"유해화학물질관리법","동종재범","소년범죄자 재범기간 및 종류","명","23","42","68","132","155","312","280","150","","","","","","",
"유해화학물질관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","2","9","15","30","47","75","71","28","","","","","","",
"유해화학물질관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","5","5","7","31","50","102","65","20","","","","","","",
"유해화학물질관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","1","10","13","25","18","61","38","37","","","","","","",
"유해화학물질관리법","1년 이내","소년범죄자 재범기간 및 종류","명","11","12","30","38","31","62","75","41","","","","","","",
"유해화학물질관리법","2년 이내","소년범죄자 재범기간 및 종류","명","1","6","1","6","7","8","24","18","","","","","","",
"유해화학물질관리법","3년 이내","소년범죄자 재범기간 및 종류","명","2","-","1","1","2","3","6","5","","","","","","",
"유해화학물질관리법","3년 초과","소년범죄자 재범기간 및 종류","명","1","-","1","1","-","1","1","1","","","","","","",
"유해화학물질관리법","이종재범","소년범죄자 재범기간 및 종류","명","49","74","135","174","246","310","335","166","","","","","","",
"유해화학물질관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","3","6","14","15","35","40","40","16","","","","","","",
"유해화학물질관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","10","8","32","31","71","65","78","29","","","","","","",
"유해화학물질관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","14","24","30","34","71","54","23","","","","","","",
"유해화학물질관리법","1년 이내","소년범죄자 재범기간 및 종류","명","26","32","52","60","70","86","97","59","","","","","","",
"유해화학물질관리법","2년 이내","소년범죄자 재범기간 및 종류","명","5","13","8","14","22","33","19","21","","","","","","",
